utilisateur,sujet,date_h
1596,FilmStyle,2024-01-06 08:39:02.155859
937,Poster,2023-08-25 10:00:39.114740
2895,Shot,2023-11-06 19:15:54.108648
443,Action,2023-08-25 05:31:39.428499
2770,Crane,2024-03-25 22:55:20.940454
216,Webinar,2024-04-19 15:43:00.347830
30,Producer,2023-05-09 23:07:28.342659
423,FilmSemiotics,2024-02-12 06:47:17.693523
1686,Cinematography,2024-01-17 12:31:07.830182
2812,Flashforward,2024-03-06 02:23:34.238965
1703,Trailer,2023-10-07 16:57:31.390709
3949,BluRay,2024-04-08 19:47:32.451665
1730,FilmCriticism,2023-11-30 13:08:52.725412
3404,FilmNoir,2023-06-27 07:24:40.732782
921,FoleyArtist,2024-03-16 19:16:14.024639
2978,Crime,2023-10-10 18:23:40.933661
3950,ExecutiveProducer,2024-04-10 11:05:29.259037
3884,CloseUp,2023-05-15 14:40:45.313759
2392,War,2024-01-05 01:11:30.337894
747,VisualEffects,2023-12-02 04:16:56.624101
346,FilmHistory,2024-02-18 06:02:40.023854
101,Steadicam,2024-03-27 18:26:34.142841
2456,JumpCut,2023-08-18 09:53:03.304492
1125,SoundtrackAlbum,2023-09-06 13:39:41.589152
3775,Afterparty,2024-05-04 16:15:33.248807
1072,Clip,2023-07-07 22:09:50.726760
3366,FilmTheory,2024-01-22 17:30:13.367062
3998,CrossPromotion,2023-09-08 16:28:13.895622
2629,OriginalStory,2023-10-25 02:36:50.589767
2921,FilmAnalysis,2023-12-31 07:06:23.712823
3642,Workshop,2023-07-03 17:36:22.689013
3300,Looping,2023-07-29 23:09:17.396460
2790,Symposium,2024-04-07 17:57:20.179318
1291,FilmCritic,2023-11-11 03:57:49.201786
2670,DTS,2023-06-26 04:42:26.241561
2023,SupportingRole,2023-07-31 18:35:42.256145
1579,FilmForm,2024-01-10 13:25:14.083174
2668,Wardrobe,2024-02-11 22:35:00.502975
3796,Flashback,2024-04-05 14:56:33.879690
3127,FilmSchool,2023-06-12 13:11:25.932091
3103,Assembly,2024-04-06 21:40:19.557397
2130,TheatericalTrailer,2023-12-01 12:35:16.672545
2731,GuerrillaMarketing,2024-04-26 11:05:44.062255
2140,RedBandTrailer,2024-02-10 08:52:43.674504
1815,Exhibition,2023-05-31 07:41:30.838068
3998,Thriller,2023-11-25 11:16:38.682790
1939,Monologue,2023-07-07 14:01:16.602817
2633,FilmNarrative,2023-09-05 03:27:30.646554
3660,InternationalTrailer,2023-12-29 08:25:16.702088
1669,Nemo,2023-12-24 04:36:18.114432
540,FilmStyle,2024-01-04 08:44:45.957518
1183,SurroundSound,2023-11-10 12:14:08.117216
631,TVSpot,2023-08-27 22:11:37.533286
909,Dialogue,2023-12-04 18:29:41.659212
587,SoundEditing,2023-05-25 21:56:07.368023
3725,FilmClub,2023-06-04 07:11:55.457865
82,FilmStructure,2023-06-13 13:33:29.272113
2283,ArtBook,2024-02-29 18:51:23.869878
3401,HairStyling,2023-07-05 05:25:46.206739
747,7.1,2023-10-15 13:49:56.981355
866,Billboard,2024-01-01 17:36:07.322636
1004,Frame,2023-10-23 12:36:44.540453
1631,Gala,2023-06-03 13:05:42.785685
1267,Score,2023-06-02 03:03:34.282088
1772,Flashforward,2023-11-07 15:35:49.764465
1592,ADR,2024-03-24 09:38:56.631898
234,VisualEffects,2024-03-19 06:04:16.738272
244,GraphicNovel,2023-06-20 23:40:23.736738
647,RedBandTrailer,2023-07-10 08:01:53.902919
1477,SoundtrackAlbum,2023-10-05 19:53:10.695143
2497,War,2023-10-23 01:08:29.313730
1087,Tutorial,2023-12-21 09:58:08.081157
2970,RedCarpet,2023-10-19 23:37:03.546306
371,Mixing,2024-03-05 16:25:46.234464
2948,Sequence,2023-07-20 10:45:39.017280
823,Director,2024-01-17 03:34:37.928689
693,VisualEffects,2023-06-29 04:35:28.103348
1649,Score,2023-05-31 17:01:29.292566
2270,Soundtrack,2023-07-15 18:29:49.271518
3252,BoomOperator,2024-01-12 13:09:04.804537
1663,PressJunket,2024-02-05 04:26:29.130093
2260,Voiceover,2023-08-21 14:58:26.704426
1169,MovieTheater,2023-11-20 20:26:42.957679
491,GreenBandTrailer,2023-09-07 08:59:50.398062
3034,Producer,2024-02-02 20:45:13.337180
1811,AmbientSound,2024-02-10 06:23:25.374938
3771,Novelization,2023-06-01 01:08:19.936820
1541,Fantasy,2024-01-05 01:05:52.798886
3676,ExecutiveProducer,2023-08-20 00:52:09.622496
2160,FilmCriticism,2023-07-08 23:36:23.487891
2321,ViralMarketing,2024-04-06 07:04:38.346365
3179,Argument,2023-07-31 19:48:49.218084
3412,SetDecoration,2023-10-02 20:52:51.163669
2271,Spot,2023-12-11 21:42:27.558469
3561,ToyLine,2023-08-18 20:47:39.544661
919,StarWars,2024-02-22 03:07:27.145725
1544,Western,2023-06-11 22:49:50.818409
1313,TeaserPoster,2023-09-26 14:59:01.455180
1002,FilmHistory,2024-01-14 17:30:28.882539
2797,Popcorn,2023-11-15 18:28:21.847390
968,Adaptation,2023-10-16 20:19:18.413465
2770,Launch,2024-03-20 23:34:52.518942
1230,Symposium,2023-06-18 07:14:17.777478
793,FilmNarrative,2023-07-15 12:36:56.760834
1793,Handheld,2024-03-30 21:55:02.789858
2535,FilmForm,2023-10-22 18:33:15.011777
3262,PressJunket,2024-02-08 13:19:02.016769
1182,Reception,2024-02-20 15:51:01.778553
3226,SilentFilm,2023-12-28 10:43:07.502180
355,RadioSpot,2024-03-22 14:59:25.683133
575,Interrogation,2023-06-06 02:17:44.736217
344,FilmEditing,2023-06-07 18:20:01.919162
3707,Thriller,2023-09-02 03:58:39.733494
25,Tribute,2024-01-03 21:20:34.283411
3973,Spinoff,2023-11-20 23:06:40.864527
2344,FilmAesthetics,2023-05-16 23:06:25.047756
2903,Collectibles,2023-09-21 21:22:07.115077
496,CharacterPoster,2023-10-02 18:09:22.796025
1706,PerformanceCapture,2023-06-22 10:38:20.073499
773,GreenScreen,2023-07-23 16:25:49.485065
2210,ConceptArt,2023-08-26 20:09:29.418498
2092,Argument,2023-12-09 07:10:23.626199
869,Piracy,2024-04-30 20:50:40.915842
808,Cinematography,2023-06-28 23:37:56.270302
1565,FilmFestival,2023-11-19 16:40:08.842026
3832,NewspaperAd,2023-08-12 10:04:15.862555
3369,THX,2023-12-05 22:21:32.674813
1025,BehindTheScenesBook,2024-03-13 21:57:35.474392
2061,FilmStyle,2023-12-20 07:39:42.231109
651,TheatericalTrailer,2023-05-17 23:51:42.577726
3795,Forum,2023-12-04 19:09:53.440270
3521,FilmCriticism,2023-10-26 11:28:23.833022
1244,Handheld,2023-12-02 01:05:13.432602
1192,FilmLanguage,2023-12-19 15:55:22.716221
325,DVD,2024-03-19 04:02:52.036603
1040,FilmSemiotics,2023-06-30 08:15:29.327100
950,Teen,2023-11-20 12:37:56.141024
2579,Cannes,2023-06-02 21:26:16.014107
1426,FilmHistory,2023-11-05 09:53:03.906287
1737,Presentation,2023-07-10 01:02:04.371909
3488,Makeup,2023-09-15 22:05:51.508875
3549,CinemaScope,2023-11-12 02:08:43.466928
1869,JamesBond,2023-09-14 02:59:09.093653
2783,HairStyling,2023-09-01 02:55:30.418556
687,Monologue,2024-02-08 03:35:23.950129
2599,VisualEffects,2023-12-03 02:57:01.369264
1515,Soundtrack,2023-11-21 10:53:14.558367
653,TeaserPoster,2024-01-30 15:36:52.498682
1881,Dialogue,2024-02-23 05:21:11.310230
3449,Pixar,2024-03-01 10:12:49.907656
1275,ActionPoster,2023-07-20 20:46:16.386959
1615,TheatericalTrailer,2023-12-19 22:07:18.851523
2812,Family,2023-07-01 04:54:41.386524
2919,StarWars,2024-03-07 00:31:33.333592
3929,SocialMediaCampaign,2023-11-10 15:56:52.968521
1836,GuerrillaMarketing,2024-04-20 23:30:01.019105
3070,StoryboardArt,2023-09-04 19:10:43.150452
2012,Cinematography,2024-04-12 20:36:18.631232
3358,BehindTheScenesBook,2023-08-10 11:55:21.604052
2665,Popcorn,2023-08-26 02:19:19.836397
1113,ActionPoster,2023-06-02 16:29:13.457345
1591,Cannes,2023-06-14 03:13:26.086195
1534,MotionCapture,2023-07-08 01:32:38.077718
1310,RedBandTrailer,2023-09-18 16:52:55.258917
2155,ParallelEditing,2023-10-28 09:16:04.386415
439,VideoGame,2023-09-14 11:42:54.841959
3799,TeaserPoster,2024-01-22 04:58:32.791226
2703,BehindTheScenes,2023-05-25 20:06:57.475833
3715,Sequel,2024-01-06 14:23:12.843564
2422,Reboot,2024-01-06 14:01:07.961627
3022,Spielberg,2023-12-29 13:27:47.407302
3952,FilmClub,2023-05-10 04:40:15.461501
3255,BoxOffice,2023-10-21 13:44:44.884189
3439,Comedy,2023-11-24 06:38:34.878705
2949,Musical,2023-07-18 05:02:06.154233
3507,Rehearsal,2023-05-28 01:21:12.678581
2320,FilmSemiotics,2024-02-18 22:12:49.054131
530,FilmCriticism,2023-08-27 19:32:49.657832
904,FilmGenre,2023-06-13 05:03:54.975399
3823,FilmSemiotics,2023-12-22 03:55:00.251996
2433,BehindTheScenesBook,2023-07-21 23:31:28.820080
1995,RedCarpet,2024-03-16 11:09:37.259148
633,Webinar,2023-12-27 05:03:06.336984
2287,ActionPoster,2023-11-19 01:20:49.665248
1060,SneakPeek,2024-03-28 07:58:02.455605
887,LongShot,2023-11-22 02:58:10.370893
3484,SetDecoration,2023-07-04 02:35:02.546554
2976,FilmIndustry,2023-06-18 00:48:04.851059
600,FilmLanguage,2023-09-19 22:35:16.777362
1800,Popcorn,2024-03-15 16:34:49.260718
879,VisualEffects,2024-03-31 13:46:15.485520
1328,BehindTheScenes,2023-07-28 14:29:42.838662
295,Retrospective,2023-08-23 04:09:39.222991
365,JumpCut,2024-01-13 12:52:29.698246
3941,StaticShot,2023-11-20 00:13:41.185374
2616,Producer,2023-10-12 14:18:48.155807
2922,FilmHistory,2024-02-01 15:46:16.159531
2254,Retrospective,2023-10-20 00:29:25.986939
550,CeremonieCesar2020,2023-12-09 11:12:26.579046
1266,Billboard,2023-12-05 01:27:05.100806
389,War,2024-04-07 17:02:57.108821
1195,FilmStyle,2024-05-01 10:43:09.449164
1196,CharacterPoster,2023-07-13 08:57:58.598067
2965,FilmLanguage,2023-07-29 13:53:09.545884
2393,Teaser,2024-01-21 05:59:24.490639
3125,Foley,2023-07-28 01:38:27.944229
2250,TheatericalTrailer,2023-05-09 20:13:26.531580
1220,CrossPromotion,2023-07-15 15:47:47.498490
1337,Foley,2023-08-22 01:57:03.420513
1356,Spot,2023-08-20 02:18:37.134474
2720,Tutorial,2023-12-27 07:04:26.755460
1022,FilmStructure,2023-12-27 20:14:39.201265
990,BehindTheScenesBook,2023-11-10 01:32:35.302855
509,Montage,2024-01-10 03:54:04.306303
1651,Preview,2023-05-10 01:48:33.224156
204,Screening,2024-01-13 02:26:25.394840
3685,SilentFilm,2023-08-31 01:08:37.043269
1389,Gathering,2023-06-08 19:11:45.106049
895,CinematographyBook,2023-09-09 17:03:16.900162
2749,Panel,2024-03-13 09:01:38.717709
172,FilmCriticism,2023-05-17 19:35:28.174855
404,VideoGame,2023-10-05 07:54:27.748000
1364,Oscar,2023-08-12 17:58:41.967017
2023,TrackingShot,2023-08-26 22:49:44.519843
266,FilmTheory,2024-03-29 09:59:50.258341
1117,Indie,2023-09-20 04:34:06.530759
337,FilmCritic,2023-07-10 21:57:10.660942
3137,MagazineAd,2023-06-29 21:13:39.464201
2004,FilmSemiotics,2023-12-01 18:09:21.626052
1441,Webinar,2024-02-21 19:19:13.230046
1227,Manga,2023-11-12 12:18:37.821640
160,Rehearsal,2023-06-11 22:04:33.974098
2671,Manga,2023-10-17 04:16:24.257468
839,Cameo,2024-04-07 17:02:14.020468
380,Mono,2023-07-10 21:14:09.675326
937,Gathering,2023-06-18 05:24:41.385367
735,Scene,2023-07-27 12:10:05.856586
2790,Prequel,2023-07-25 02:45:15.688332
2431,Cannes,2023-08-09 10:13:30.190793
521,Webinar,2024-03-08 18:47:59.807582
208,MovieTheater,2023-10-03 02:10:09.510431
638,ParallelEditing,2024-02-20 14:04:30.063619
885,VideoGame,2023-08-03 13:26:55.603005
3631,StaticShot,2023-09-09 21:08:27.815407
608,ComicBook,2023-11-16 03:14:54.821781
1365,FilmClub,2023-12-22 17:32:10.419397
2242,FilmLanguage,2023-08-25 02:51:24.980413
2272,Mono,2023-05-11 23:19:09.830360
1181,FilmIndustry,2023-08-29 07:42:20.224674
2603,Sport,2023-06-14 14:18:33.973212
3722,FilmForm,2023-09-12 14:09:21.593054
1788,Romance,2023-05-13 03:56:24.792235
167,Preview,2023-06-05 02:07:36.789804
85,FilmTheory,2024-02-15 03:13:11.347955
3391,Spinoff,2024-01-02 09:58:06.609105
580,SetDecoration,2023-08-26 21:07:57.602613
1396,Reboot,2023-11-19 23:28:55.760441
174,CostumeDesign,2023-08-22 02:23:57.121367
3430,ArtPrint,2023-05-31 08:08:03.745103
2715,FilmAesthetics,2024-03-11 05:59:22.285619
1547,ParallelEditing,2024-04-23 07:12:13.318672
295,Makeup,2024-03-03 21:17:03.957350
2764,Producer,2023-12-29 07:31:30.457584
3130,DolbyAtmos,2024-04-21 00:36:27.055651
1066,Interview,2023-06-30 17:17:03.275188
2981,Clip,2023-10-02 09:23:43.099241
2221,Director,2023-12-01 23:08:31.533834
29,JamesBond,2024-03-31 01:07:13.633383
3809,Disney,2024-04-02 00:02:55.944274
2450,History,2023-10-04 21:12:41.140467
278,Marvel,2024-03-20 15:00:08.344683
1149,StarWars,2023-11-22 03:27:29.132452
1509,FilmEditing,2023-10-24 05:24:45.015036
2831,FilmStructure,2023-10-12 11:21:09.910789
1801,BoardGame,2024-04-04 02:08:11.994592
2752,Actor,2023-10-27 01:09:46.984187
689,FilmAesthetics,2023-09-02 09:03:08.164192
2153,PressJunket,2023-11-12 05:52:41.594438
1278,Frame,2023-07-31 00:58:21.580516
12,FilmForm,2024-02-26 15:50:59.330180
837,7.1,2023-07-16 02:58:40.821558
2206,ToyLine,2023-10-21 20:27:50.999454
1718,ScienceFiction,2024-04-12 07:02:22.156903
3931,BoardGame,2023-07-14 15:56:21.163374
2444,Conversation,2023-08-23 12:43:25.661580
1933,ProductionDesign,2024-03-13 08:17:38.124228
2887,CinematographyBook,2024-04-13 20:50:34.423690
1088,Wardrobe,2024-03-11 05:09:08.117633
3202,Rehearsal,2023-05-18 15:02:16.785081
718,EstablishingShot,2024-03-18 15:20:46.732716
1183,Cinematography,2023-09-13 05:56:28.736712
55,SubwayPoster,2023-11-15 00:10:06.705811
1068,StarWars,2023-09-12 16:22:05.015000
397,Western,2024-03-03 23:09:44.991527
1497,FilmGenre,2023-12-09 23:04:03.938412
3998,BoomOperator,2023-06-10 23:46:35.384877
26,Symposium,2023-10-02 19:59:25.950304
3459,Interview,2024-03-10 07:10:35.918014
1066,BoardGame,2024-02-02 18:39:28.477866
499,Mystery,2023-08-30 23:53:23.874680
3095,Symposium,2024-03-24 00:42:56.681167
3779,Marvel,2024-03-22 15:25:28.236725
3975,CinemaScope,2023-08-11 16:58:22.072834
2657,InternationalTrailer,2024-01-01 21:30:15.610071
700,Action,2023-11-16 23:49:20.618355
1869,Thriller,2024-02-27 00:35:15.598941
1226,Piracy,2024-02-26 06:14:04.983885
25,ToyLine,2023-08-01 07:30:33.856491
2332,Marvel,2023-05-21 21:36:28.946485
462,IMAX,2023-11-23 14:58:08.388378
1734,Novelization,2023-06-06 14:05:50.152152
581,FilmGenre,2024-01-10 09:09:09.974996
2828,Q&A,2023-06-28 06:32:57.490170
660,InternationalTrailer,2023-10-29 20:07:59.690441
1812,Panel,2023-10-18 04:04:46.092257
1954,SplitScreen,2023-07-15 05:57:41.905266
1467,Remake,2023-07-18 02:42:39.119505
3045,TeaserPoster,2023-05-15 03:49:50.462148
2307,Sequel,2023-11-23 15:44:36.051802
3308,Sport,2023-07-07 00:12:09.898746
1512,History,2024-01-21 20:10:02.853380
2191,Musical,2023-05-28 02:25:35.545691
2762,CostumeDesign,2023-07-26 09:38:42.618554
2942,Interrogation,2024-01-06 00:07:52.181703
1477,FilmAnalysis,2023-10-21 18:15:54.540087
2147,MatchCut,2024-03-11 13:05:14.465406
1863,Cinematography,2023-12-03 15:37:27.030656
2833,FilmGenre,2023-11-08 11:31:23.826854
2135,CostumeDesignBook,2023-08-23 06:44:40.555491
1427,ArtPrint,2023-11-13 15:00:16.979734
1671,Flashforward,2024-02-02 12:16:45.637060
136,TeaserTrailer,2023-08-30 22:52:31.132306
81,Pixar,2024-04-16 07:11:47.022390
1709,FilmStyle,2024-02-13 23:16:19.332239
1247,InternationalTrailer,2024-03-14 19:38:40.438988
648,Prequel,2023-12-15 08:29:02.540832
926,Comedy,2023-07-26 02:38:50.054799
2681,Actor,2023-11-11 01:32:54.906978
3456,Indie,2024-02-26 04:30:58.649112
3467,MatchCut,2023-09-30 00:42:26.270396
1119,Spielberg,2024-04-07 05:07:18.959591
2338,Actress,2023-06-05 21:43:36.341787
1873,Sport,2024-04-17 16:46:29.819381
682,CinematographyBook,2023-11-11 06:02:34.384112
2192,Director,2024-02-27 23:58:14.223976
1146,Gala,2023-10-07 02:04:11.202569
2490,Poster,2023-09-29 12:04:01.199821
2225,CeremonieCesar2020,2024-03-24 16:54:42.204422
1764,FilmFestival,2023-12-03 19:54:16.547992
2370,FilmAesthetics,2023-05-31 04:46:37.647137
380,FilmForm,2023-06-28 11:14:02.357917
3223,Clip,2023-09-01 04:20:46.425125
1407,StarWars,2023-08-27 01:38:26.110251
3908,Stereo,2023-09-15 17:49:35.589858
3984,DiegeticSound,2023-10-02 05:44:37.615625
154,FilmClub,2023-09-06 10:51:56.860973
2460,FilmNarrative,2023-10-03 11:33:14.280630
1639,MakingOf,2023-06-14 12:57:07.635340
2898,Director,2023-08-31 08:29:10.866734
3272,5.1,2023-10-31 03:50:11.760935
291,FilmAnalysis,2024-01-19 02:00:11.951605
810,Argument,2024-04-21 14:25:27.132853
635,ArtPrint,2023-05-14 13:19:12.804456
2420,MovieTheater,2023-09-25 15:31:10.257478
2812,Assembly,2023-05-24 03:10:59.350016
3619,FilmStructure,2023-11-12 17:01:56.708895
926,CharacterPoster,2023-07-08 23:26:15.668574
221,Remake,2024-04-03 10:06:54.862632
2077,Mono,2024-03-28 23:50:44.588491
3319,ClassicFilm,2023-07-05 08:44:58.300872
3630,Homage,2023-12-03 21:46:18.028044
1029,BoxOffice,2023-10-11 09:15:53.141376
913,Sport,2024-03-05 01:40:33.042293
440,JumpCut,2024-05-01 07:22:28.778030
2994,FilmForm,2023-10-10 15:17:28.485481
2130,Presentation,2023-07-11 12:25:23.984857
3455,GreenBandTrailer,2023-12-26 16:56:08.701507
766,FilmNarrative,2023-07-07 07:00:03.863311
1378,Gathering,2023-07-22 00:39:38.661076
218,Gala,2023-12-07 04:27:13.176937
223,FilmHistory,2024-04-14 20:19:29.377202
2871,7.1,2023-07-27 17:09:55.764982
3489,FilmGenre,2023-07-22 17:22:57.912251
457,LongShot,2024-05-05 18:31:03.413220
498,FilmStructure,2023-08-05 07:52:41.680305
1879,BoxOffice,2024-01-31 18:15:17.221603
3976,Crime,2023-10-24 01:33:45.995344
146,Celebration,2023-09-22 09:50:06.892103
3107,Assembly,2024-03-25 22:22:50.960258
2349,Symposium,2024-04-23 05:42:17.460114
530,AwardSeason,2024-04-19 02:25:43.064785
3614,FilmScore,2023-06-25 07:19:21.756226
101,ScreenplayBook,2023-11-24 11:25:16.267307
3301,FilmStyle,2024-05-07 05:42:46.951824
1264,Drama,2023-05-13 16:53:40.105338
328,Interrogation,2024-01-25 01:17:24.080494
1936,InternationalTrailer,2023-06-26 00:46:46.640407
35,PerformanceCapture,2023-12-25 14:07:58.814395
99,DTS,2023-05-14 06:55:46.048085
2231,ActionFigures,2023-10-14 20:38:35.009982
2927,AwardsCeremony,2023-06-02 06:03:23.352826
287,5.1,2023-10-05 11:04:58.788370
347,RedBandTrailer,2024-04-10 16:30:01.531626
1455,Launch,2024-05-02 05:42:49.377160
3976,Sequel,2023-05-15 06:59:40.794749
163,CostumeDesign,2024-01-09 19:05:53.556577
3764,ArtDirection,2024-05-05 06:04:19.921945
2468,Retrospective,2023-10-07 16:47:40.722407
901,CGI,2023-10-28 19:09:26.977215
3274,AmbientSound,2024-01-31 04:49:30.139390
2638,Manga,2023-09-02 12:23:19.626863
3881,FilmGenre,2024-03-06 07:11:54.380696
3725,Shot,2024-03-12 23:54:20.732898
1735,Manga,2023-09-11 07:32:31.935102
1340,Comedy,2023-09-12 08:20:50.491832
1102,Argument,2024-01-01 17:01:02.871919
2499,Symposium,2024-03-21 19:17:42.946469
2332,Q&A,2024-02-16 15:53:14.168900
3932,Debate,2024-04-01 15:25:18.379890
2875,FilmSemiotics,2024-04-29 00:25:19.539572
2552,FilmCriticism,2023-12-04 12:48:27.165538
2389,Mono,2023-09-16 17:59:05.829715
2671,ProductionDesign,2023-08-26 04:42:36.791475
546,FilmStructure,2023-08-01 05:44:22.008927
2717,FilmForm,2024-01-14 10:24:50.417208
3957,Banter,2023-05-18 16:39:01.731173
3976,Poster,2024-01-25 02:58:46.085524
1182,FilmCritic,2023-07-16 02:55:16.710760
3529,OfficialGuide,2023-08-06 14:24:12.097682
3024,History,2023-09-16 19:59:05.255677
347,Seminar,2023-12-24 10:52:35.196568
2939,InternationalTrailer,2023-10-05 05:19:16.153031
3950,Producer,2024-04-05 12:21:57.909808
2657,Foley,2023-09-11 20:29:04.604372
841,FilmStyle,2023-11-18 11:36:02.243776
1743,Tarantino,2023-11-03 09:27:10.586029
3150,Flashback,2024-03-05 15:43:36.402222
2097,Makeup,2023-08-24 21:10:11.031105
1706,FilmLanguage,2023-09-19 17:34:15.553838
926,ClassicFilm,2023-08-10 20:44:09.382904
1383,Screenplay,2023-11-07 09:14:25.045846
3587,CinemaTickets,2023-10-13 02:53:28.682239
1225,SplitScreen,2023-12-23 15:45:56.724567
388,Producer,2023-10-20 18:32:32.256405
2086,FilmSemiotics,2023-11-14 00:01:22.502780
1634,FilmLanguage,2023-11-20 08:42:40.259297
1249,Banter,2023-09-20 20:05:56.698990
541,MovieMagic,2023-06-27 11:21:19.405039
1609,Sequel,2023-07-16 06:10:02.514687
2554,Screening,2023-08-27 17:40:12.074884
502,FoleyArtist,2023-12-16 01:54:48.451902
1100,ViralMarketing,2023-06-24 18:36:37.797374
1463,FilmHistory,2024-01-15 13:06:02.650688
2119,InternationalPoster,2023-07-05 19:11:25.559699
2167,5.1,2023-11-08 10:46:29.071211
3728,BoomOperator,2024-01-09 03:43:16.588311
2908,Celebration,2023-11-25 13:03:48.653641
2675,Shot,2023-07-01 20:54:52.285222
1762,FadeIn,2023-10-31 18:15:27.266819
10,Panel,2023-09-05 20:39:02.447816
3713,ForeignFilm,2023-05-26 10:58:54.065852
3078,CostumeDesign,2023-07-30 14:49:43.419324
1446,Dialogue,2023-10-18 22:06:38.247535
785,FilmSchool,2024-03-25 18:46:32.871875
3624,Fantasy,2024-02-20 06:47:49.430124
2456,ActionPoster,2024-04-22 22:50:06.290447
1522,War,2023-07-03 15:02:49.077486
412,RadioSpot,2023-07-27 05:33:16.218864
1007,Fantasy,2024-01-07 15:39:29.406045
3591,BluRay,2023-09-28 21:40:18.913184
2597,StarWars,2023-09-01 22:01:18.464820
1070,Presentation,2024-04-20 15:06:37.752142
263,Retrospective,2023-10-14 19:29:59.738297
2295,FilmStyle,2023-09-13 23:20:36.869232
1065,FilmCritic,2023-11-14 10:03:35.322782
3856,FilmGenre,2024-03-30 11:02:50.754740
3919,Flashforward,2023-07-20 16:57:46.277731
